categorie,type,prix,adresse,image_lien
Chaussures Enfants,Chaussures enfants,20 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4024385_uploaded_image1_1672137859.jpg
Chaussures Enfants,Chaussures enfants,15 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4002819_uploaded_image1_1670672099.jpg
Chaussures Enfants,Chaussures enfant friperie,7 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4000084_uploaded_image1_1670513545.jpg
Chaussures Enfants,Baskets enfant friperie,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4000080_uploaded_image3_1670513440.jpeg
Chaussures Enfants,Baskets enfant,20 000CFA,"Biscuiterie, Dakar, Sénégal",https://images.coinafrique.com/thumb_3958985_uploaded_image1_1668074060.jpg
Chaussures Enfants,Chaussures enfants,20 000CFA,"Biscuiterie, Dakar, Sénégal",https://images.coinafrique.com/thumb_3934730_uploaded_image1_1666662380.jpg
Chaussures Enfants,Chaussure enfants,15 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3920803_uploaded_image1_1665775387.jpg
Chaussures Enfants,Chaussures enfants,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3897399_uploaded_image1_1664399172.jpg
Chaussures Enfants,Chaussures enfants,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3897395_uploaded_image1_1664399089.jpg
Chaussures Enfants,Chaussures enfants friperie,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3895663_uploaded_image1_1664298673.jpg
Chaussures Enfants,Chaussures crocs,3 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3874877_uploaded_image1_1662993378.jpg
Chaussures Enfants,Chaussures crocs,3 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3874870_uploaded_image1_1662993234.jpg
Chaussures Enfants,Chaussures enfants,Prix sur demande,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_3887647_uploaded_image1_1663793770.jpg
Chaussures Enfants,Chaussures enfants,15 000CFA,"Biscuiterie, Dakar, Sénégal",https://images.coinafrique.com/thumb_3886285_uploaded_image1_1663727518.jpg
Chaussures Enfants,Chaussures filles,6 000CFA,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_3869546_uploaded_image1_1662655575.jpg
Chaussures Enfants,Chaussures fille,3 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_3853482_uploaded_image1_1661882915.jpg
Chaussures Enfants,Chaussures fille,2 500CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_3853480_uploaded_image1_1661882766.jpg
Chaussures Enfants,Chaussures enfants,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3851925_uploaded_image1_1661800790.jpg
Chaussures Enfants,Baskets enfant,12 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3848408_uploaded_image1_1661541004.jpg
Chaussures Enfants,Chaussures enfants,5 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3804708_uploaded_image1_1659095376.jpg
Chaussures Enfants,Chaussures enfants,10 000CFA,"Biscuiterie, Dakar, Sénégal",https://images.coinafrique.com/thumb_3824846_uploaded_image1_1660191219.jpg
Chaussures Enfants,Sandales africaines enfants,1 500CFA,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/thumb_3778619_uploaded_image1_1657354885.jpg
Chaussures Enfants,Chaussures enfants,7 000CFA,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_3777593_uploaded_image1_1657274825.jpg
Chaussures Enfants,Chaussures enfants,7 000CFA,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_3777592_uploaded_image1_1657274783.jpg
Chaussures Enfants,Chaussures enfant,12 500CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3771424_uploaded_image1_1656942212.jpg
Chaussures Enfants,Claquettes enfant,1 250CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3768510_uploaded_image1_1656771169.jpg
Chaussures Enfants,Chaussures bébé,1 500CFA,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_3704967_uploaded_image1_1653083833.jpg
Chaussures Enfants,Chaussures enfants,10 000CFA,"Hann Bel-Air, Dakar, Sénégal",https://images.coinafrique.com/thumb_3672156_uploaded_image1_1651092639.jpg
Chaussures Enfants,Chaussures enfants,13 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3699436_uploaded_image1_1652782683.jpg
Chaussures Enfants,Baskets enfant,15 000CFA,"Biscuiterie, Dakar, Sénégal",https://images.coinafrique.com/thumb_3690626_uploaded_image1_1652255965.jpg
Chaussures Enfants,Chaussures enfants,7 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3641537_uploaded_image1_1649258723.jpg
Chaussures Enfants,Chaussures enfants,10 000CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3673169_uploaded_image2_1651155111.jpeg
Chaussures Enfants,Chaussures enfants,10 000CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3673165_uploaded_image2_1651154980.jpeg
Chaussures Enfants,Chaussures enfants,10 000CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3673159_uploaded_image3_1651154872.jpeg
Chaussures Enfants,Chaussures enfant,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3669958_uploaded_image3_1650975432.jpeg
Chaussures Enfants,Chaussures enfant,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3669956_uploaded_image2_1650975375.jpeg
Chaussures Enfants,Chaussures enfant,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3669952_uploaded_image1_1650975316.jpg
Chaussures Enfants,Chaussures enfant,3 500CFA,"Thies, Sénégal",https://images.coinafrique.com/thumb_3641983_uploaded_image1_1649278750.jpg
Chaussures Enfants,Chaussures enfants,7 000CFA,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_3641151_uploaded_image2_1649247824.jpeg
Chaussures Enfants,Ballerines enfant,7 000CFA,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_3617411_uploaded_image1_1647863237.jpg
Chaussures Enfants,Baskets Air Force One,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3599487_uploaded_image1_1646755996.jpg
Chaussures Enfants,Chaussures enfants,5 000CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_3579013_uploaded_image1_1645581208.jpg
Chaussures Enfants,Chaussures enfant friperie,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3566813_uploaded_image1_1644828469.jpg
Chaussures Enfants,Chaussures enfant friperie,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3566810_uploaded_image1_1644828396.jpg
Chaussures Enfants,Chaussures enfants friperie,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3544110_uploaded_image1_1643467157.jpg
Chaussures Enfants,Chaussures fille,2 000CFA,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_3543253_uploaded_image1_1643397434.jpg
Chaussures Enfants,Chaussures enfants,11 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3537500_uploaded_image1_1643045085.jpg
Chaussures Enfants,Pantoufles enfant,4 000CFA,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/thumb_3533457_uploaded_image1_1642754956.jpg
Chaussures Enfants,Pantoufles,4 000CFA,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/thumb_3529128_uploaded_image1_1642500345.jpg
Chaussures Enfants,Chaussures enfant friperie,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3528221_uploaded_image1_1642431390.jpg
Chaussures Enfants,Chaussures enfant friperie,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3528219_uploaded_image1_1642431351.jpg
Chaussures Enfants,Chaussures friperie enfants,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3526941_uploaded_image1_1642346098.jpg
Chaussures Enfants,Chaussures enfant friperie,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3526938_uploaded_image1_1642345964.jpg
Chaussures Enfants,Baskets friperie Nike enfants,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3526935_uploaded_image1_1642345866.jpg
Chaussures Enfants,Chaussures enfant,10 000CFA,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_3513868_uploaded_image1_1641563929.jpg
Chaussures Enfants,Baskets Nike enfant,15 000CFA,"Biscuiterie, Dakar, Sénégal",https://images.coinafrique.com/thumb_3496189_uploaded_image2_1640319435.jpeg
Chaussures Enfants,Baskets enfants Nike,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3495835_uploaded_image1_1640284287.jpg
Chaussures Enfants,Chaussures  en cuir,12 000CFA,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_3495410_uploaded_image1_1640264833.jpg
Chaussures Enfants,Souliers enfants,15 000CFA,"Dieuppeul-Derklé, Dakar, Sénégal",https://images.coinafrique.com/thumb_3486610_uploaded_image1_1639656374.jpg
Chaussures Enfants,Sandales pour enfants,1 000CFA,"Patte d'oie, Dakar, Sénégal",https://images.coinafrique.com/thumb_3481315_uploaded_image1_1639352929.jpg
Chaussures Enfants,Chaussures enfant,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3475296_uploaded_image1_1638981582.jpg
Chaussures Enfants,Ballerines enfant,10 000CFA,"Ouest Foire, Dakar, Sénégal",https://images.coinafrique.com/thumb_3468451_uploaded_image1_1638628031.jpg
Chaussures Enfants,Chaussures enfants,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3462501_uploaded_image1_1638375325.jpg
Chaussures Enfants,Chaussures enfant,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3462499_uploaded_image1_1638375239.jpg
Chaussures Enfants,Chaussures  enfant,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3462497_uploaded_image1_1638375172.jpg
Chaussures Enfants,Chaussettes bébé,9 000CFA,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_3451771_uploaded_image1_1637718423.jpg
Chaussures Enfants,Chaussures enfant,7 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_3432590_uploaded_image2_1636625019.jpeg
Chaussures Enfants,Chaussures orthopédiques enfant,4 500CFA,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_3429468_uploaded_image1_1636466917.jpg
Chaussures Enfants,Baskets Nike Jordan enfants,Prix sur demande,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_3429274_uploaded_image1_1636462416.jpg
Chaussures Enfants,Sandales petites filles,2 000CFA,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_3415129_uploaded_image1_1635810651.jpg
Chaussures Enfants,Chaussures enfants,2 000CFA,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_3415124_uploaded_image1_1635810270.jpg
Chaussures Enfants,Sandales fillettes,1 500CFA,"Patte d'oie, Dakar, Sénégal",https://images.coinafrique.com/thumb_3401227_uploaded_image1_1635079924.jpg
Chaussures Enfants,Sandales fillettes,1 500CFA,"Patte d'oie, Dakar, Sénégal",https://images.coinafrique.com/thumb_3401225_uploaded_image1_1635079810.jpg
Chaussures Enfants,Chaussures enfant,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3400235_uploaded_image1_1634998926.jpg
Chaussures Enfants,Chaussures enfant,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3400230_uploaded_image1_1634998844.jpg
Chaussures Enfants,Baskets enfant,14 000CFA,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_3398164_uploaded_image1_1634895995.jpg
Chaussures Enfants,Chaussures pour enfants,12 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3391943_uploaded_image1_1634574064.jpg
Chaussures Enfants,Chaussures orthopédiques enfants,6 500CFA,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_3378261_uploaded_image1_1633851365.jpg
Chaussures Enfants,Chaussures enfants friperie,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3372302_uploaded_image1_1633544921.jpg
Chaussures Enfants,Chaussures enfant friperie,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3372289_uploaded_image1_1633544246.jpg
Chaussures Enfants,Chaussures enfants,12 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3370357_uploaded_image1_1633470461.jpg
Chaussures Enfants,Chaussures enfants,12 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3370124_uploaded_image1_1633461260.jpg
Chaussures Enfants,Chaussures enfant,6 000CFA,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_3365662_uploaded_image1_1633268172.jpg
Chaussures Enfants,Mocassins enfant en daim,15 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_3354895_uploaded_image1_1632752207.jpg
Chaussures Enfants,Chaussures enfant,8 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3349497_uploaded_image1_1632394857.jpg
Chaussures Enfants,Chaussures enfant,5 000CFA,"Hann Bel-Air, Dakar, Sénégal",https://images.coinafrique.com/thumb_3336753_uploaded_image1_1631736848.jpg
Chaussures Enfants,Chaussures enfants,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3331774_uploaded_image2_1631522808.jpeg
Chaussures Enfants,Baskets enfants,7 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3327812_uploaded_image1_1631278298.jpg
Chaussures Enfants,Mocassins enfant,15 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3319920_uploaded_image1_1630947708.jpg
Chaussures Enfants,Baskets enfants,7 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3316031_uploaded_image1_1630757466.jpg
Chaussures Enfants,Chaussures enfant,13 500CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3312395_uploaded_image1_1630601772.jpg
Chaussures Enfants,Chaussures enfants,2 500CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3305453_uploaded_image2_1630348767.jpeg
Chaussures Enfants,Chaussures enfants,13 500CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3288174_uploaded_image1_1629374418.jpg
Chaussures Enfants,Chaussures enfants,13 500CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3288168_uploaded_image1_1629374275.jpg
Chaussures Enfants,Chaussures enfant,13 500CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3288165_uploaded_image1_1629374192.jpg
Chaussures Enfants,Chaussures enfant,3 000CFA,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_3267690_uploaded_image1_1628334320.jpg
Chaussures Enfants,Chaussures  fille,12 500CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3252340_uploaded_image1_1627653888.jpg
Chaussures Enfants,Chaussures enfant,15 000CFA,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_3247099_uploaded_image1_1627387079.jpg
Chaussures Enfants,Babouches enfant,7 000CFA,"Hann Bel-Air, Dakar, Sénégal",https://images.coinafrique.com/thumb_3231496_uploaded_image1_1626390253.jpg
Chaussures Enfants,Chaussures Enfants,10 000CFA,"Biscuiterie, Dakar, Sénégal",https://images.coinafrique.com/thumb_3227293_uploaded_image1_1626223659.jpg
Chaussures Enfants,Chaussures  enfant,15 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_3224546_uploaded_image1_1626108022.jpg
Chaussures Enfants,Chaussures enfants,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3222222_uploaded_image1_1626008303.jpg
Chaussures Enfants,Chaussures enfant,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3219248_uploaded_image1_1625842846.jpg
Chaussures Enfants,Chaussures enfant,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3219232_uploaded_image1_1625842643.jpg
Chaussures Enfants,Chaussures enfants,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3219227_uploaded_image1_1625842539.jpg
Chaussures Enfants,Chaussures enfants,10 000CFA,"Hann Bel-Air, Dakar, Sénégal",https://images.coinafrique.com/thumb_3217628_uploaded_image1_1625766871.jpg
Chaussures Enfants,Chaussures enfant,10 000CFA,"Hann Bel-Air, Dakar, Sénégal",https://images.coinafrique.com/thumb_3217622_uploaded_image1_1625766711.jpg
Chaussures Enfants,Chaussures enfant,10 000CFA,"Hann Bel-Air, Dakar, Sénégal",https://images.coinafrique.com/thumb_3217486_uploaded_image1_1625761437.jpg
Chaussures Enfants,Chaussures enfant,10 000CFA,"Hann Bel-Air, Dakar, Sénégal",https://images.coinafrique.com/thumb_3217457_uploaded_image1_1625760969.jpg
Chaussures Enfants,Chaussures enfant,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3214895_uploaded_image1_1625663507.jpg
Chaussures Enfants,Chaussures enfants,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3214892_uploaded_image2_1625663433.jpeg
Chaussures Enfants,Chaussures à talon enfant,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3202429_uploaded_image3_1625166497.jpeg
Chaussures Enfants,Baskets enfant,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3196322_uploaded_image1_1624907984.jpg
Chaussures Enfants,Baskets Air Jordan enfant,15 000CFA,"Point E, Dakar, Sénégal",https://images.coinafrique.com/thumb_3171528_uploaded_image1_1623678884.jpg
Chaussures Enfants,Chaussures enfants,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3163306_uploaded_image1_1623261796.jpg
Chaussures Enfants,Chaussures bébé,5 000CFA,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_3156703_uploaded_image1_1623001294.jpg
Chaussures Enfants,Chaussures enfants,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3141004_uploaded_image2_1622376414.jpeg
Chaussures Enfants,Chaussures enfant,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3141001_uploaded_image1_1622376331.jpg
Chaussures Enfants,Chaussures bébé,6 000CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3140539_uploaded_image1_1622331287.jpg
Chaussures Enfants,Chaussures enfant,5 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3138744_uploaded_image1_1622222944.jpg
Chaussures Enfants,Chaussures enfant,5 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3138741_uploaded_image1_1622222899.jpg
Chaussures Enfants,Chaussures bébé,6 000CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3136795_uploaded_image1_1622129786.jpg
Chaussures Enfants,Chaussures orthopédiques enfants,12 000CFA,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_3128593_uploaded_image1_1621701550.jpg
Chaussures Enfants,Chaussures enfant,8 500CFA,"Grand Dakar, Dakar, Sénégal",https://images.coinafrique.com/thumb_3124327_uploaded_image1_1621494874.jpg
Chaussures Enfants,Chaussures crops bébé,5 000CFA,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_3106484_uploaded_image1_1620567535.jpg
Chaussures Enfants,Chaussures enfants,2 500CFA,"Dieuppeul-Derklé, Dakar, Sénégal",https://images.coinafrique.com/thumb_3105886_uploaded_image1_1620525968.jpg
